ad_id,reporting_start,reporting_end
1121206,23/08/2017,23/08/2017
1121207,23/08/2017,23/08/2017
1121211,23/08/2017,23/08/2017
1121213,22/08/2017,22/08/2017
1121215,22/08/2017,22/08/2017
1121216,22/08/2017,22/08/2017
1121220,22/08/2017,22/08/2017
1121223,22/08/2017,22/08/2017
1121224,23/08/2017,23/08/2017
1121229,22/08/2017,22/08/2017
1121231,22/08/2017,22/08/2017
1121233,22/08/2017,22/08/2017
1121241,27/08/2017,27/08/2017
1121242,27/08/2017,27/08/2017
1121243,22/08/2017,22/08/2017
1121244,22/08/2017,22/08/2017
1121245,22/08/2017,22/08/2017
1121246,22/08/2017,22/08/2017
1121250,22/08/2017,22/08/2017
1121251,23/08/2017,23/08/2017
1121252,23/08/2017,23/08/2017
1121254,22/08/2017,22/08/2017
1121255,22/08/2017,22/08/2017
1121261,22/08/2017,22/08/2017
1121262,30/08/2017,30/08/2017
1121263,30/08/2017,30/08/2017
1121264,30/08/2017,30/08/2017
1121265,22/08/2017,22/08/2017
1121269,22/08/2017,22/08/2017
1121273,22/08/2017,22/08/2017
1121274,22/08/2017,22/08/2017
1121275,22/08/2017,22/08/2017
1121276,22/08/2017,22/08/2017
1121277,23/08/2017,23/08/2017
1121278,23/08/2017,23/08/2017
1121279,24/08/2017,24/08/2017
1121282,24/08/2017,24/08/2017
1121284,24/08/2017,24/08/2017
1121285,24/08/2017,24/08/2017
1121286,24/08/2017,24/08/2017
1121287,24/08/2017,24/08/2017
1121289,24/08/2017,24/08/2017
1121290,24/08/2017,24/08/2017
1121291,24/08/2017,24/08/2017
1121292,23/08/2017,23/08/2017
1121293,23/08/2017,23/08/2017
1121296,23/08/2017,23/08/2017
1121297,23/08/2017,23/08/2017
1121300,23/08/2017,23/08/2017
1121302,23/08/2017,23/08/2017
1121303,23/08/2017,23/08/2017
1121304,23/08/2017,23/08/2017
1121309,23/08/2017,23/08/2017
1121310,23/08/2017,23/08/2017
1121311,30/08/2017,30/08/2017
1121312,30/08/2017,30/08/2017
1121316,28/08/2017,28/08/2017
1121317,28/08/2017,28/08/2017
1121319,28/08/2017,28/08/2017
1121321,28/08/2017,28/08/2017
1121322,28/08/2017,28/08/2017
1121327,28/08/2017,28/08/2017
1121330,28/08/2017,28/08/2017
1121333,28/08/2017,28/08/2017
1121334,28/08/2017,28/08/2017
1121335,28/08/2017,28/08/2017
1121336,27/08/2017,27/08/2017
1121337,27/08/2017,27/08/2017
1121338,27/08/2017,27/08/2017
1121340,27/08/2017,27/08/2017
1121341,27/08/2017,27/08/2017
1121342,28/08/2017,28/08/2017
1121344,28/08/2017,28/08/2017
1121345,27/08/2017,27/08/2017
1121347,27/08/2017,27/08/2017
1121350,29/08/2017,29/08/2017
1121352,29/08/2017,29/08/2017
1121353,30/08/2017,30/08/2017
1121355,29/08/2017,29/08/2017
1121359,29/08/2017,29/08/2017
1121361,30/08/2017,30/08/2017
1121364,30/08/2017,30/08/2017
1121365,30/08/2017,30/08/2017
1121367,30/08/2017,30/08/2017
1121368,30/08/2017,30/08/2017
1121369,30/08/2017,30/08/2017
1121370,29/08/2017,29/08/2017
1121372,29/08/2017,29/08/2017
1121373,29/08/2017,29/08/2017
1121374,29/08/2017,29/08/2017
1121375,29/08/2017,29/08/2017
1121377,29/08/2017,29/08/2017
1121378,29/08/2017,29/08/2017
1121379,29/08/2017,29/08/2017
1121380,29/08/2017,29/08/2017
1121381,29/08/2017,29/08/2017
1121390,29/08/2017,29/08/2017
1121391,20/08/2017,20/08/2017
1121394,20/08/2017,20/08/2017
1121395,23/08/2017,23/08/2017
1121398,23/08/2017,23/08/2017
1121400,23/08/2017,23/08/2017
1121403,24/08/2017,24/08/2017
1121405,24/08/2017,24/08/2017
1121410,24/08/2017,24/08/2017
1121411,24/08/2017,24/08/2017
1121412,24/08/2017,24/08/2017
1121413,23/08/2017,23/08/2017
1121414,23/08/2017,23/08/2017
1121415,23/08/2017,23/08/2017
1121418,23/08/2017,23/08/2017
1121421,21/08/2017,21/08/2017
1121422,23/08/2017,23/08/2017
1121423,23/08/2017,23/08/2017
1121425,23/08/2017,23/08/2017
1121428,23/08/2017,23/08/2017
1121429,23/08/2017,23/08/2017
1121430,23/08/2017,23/08/2017
1121433,24/08/2017,24/08/2017
1121437,24/08/2017,24/08/2017
1121439,25/08/2017,25/08/2017
1121440,25/08/2017,25/08/2017
1121442,25/08/2017,25/08/2017
1121443,25/08/2017,25/08/2017
1121444,25/08/2017,25/08/2017
1121446,25/08/2017,25/08/2017
1121451,25/08/2017,25/08/2017
1121452,25/08/2017,25/08/2017
1121453,25/08/2017,25/08/2017
1121454,25/08/2017,25/08/2017
1121455,24/08/2017,24/08/2017
1121456,24/08/2017,24/08/2017
1121464,24/08/2017,24/08/2017
1121466,24/08/2017,24/08/2017
1121467,24/08/2017,24/08/2017
1121469,25/08/2017,25/08/2017
1121471,24/08/2017,24/08/2017
1121472,24/08/2017,24/08/2017
1121473,24/08/2017,24/08/2017
1121474,21/08/2017,21/08/2017
1121477,21/08/2017,21/08/2017
1121481,19/08/2017,19/08/2017
1121482,19/08/2017,19/08/2017
1121483,19/08/2017,19/08/2017
1121484,19/08/2017,19/08/2017
1121487,19/08/2017,19/08/2017
1121489,19/08/2017,19/08/2017
1121493,19/08/2017,19/08/2017
1121497,19/08/2017,19/08/2017
1121499,19/08/2017,19/08/2017
1121510,19/08/2017,19/08/2017
1121511,18/08/2017,18/08/2017
1121514,18/08/2017,18/08/2017
1121523,18/08/2017,18/08/2017
1121524,18/08/2017,18/08/2017
1121525,18/08/2017,18/08/2017
1121526,19/08/2017,19/08/2017
1121527,19/08/2017,19/08/2017
1121528,19/08/2017,19/08/2017
1121530,19/08/2017,19/08/2017
1121532,19/08/2017,19/08/2017
1121535,20/08/2017,20/08/2017
1121541,21/08/2017,21/08/2017
1121544,21/08/2017,21/08/2017
1121545,20/08/2017,20/08/2017
1121548,21/08/2017,21/08/2017
1121551,21/08/2017,21/08/2017
1121554,21/08/2017,21/08/2017
1121557,21/08/2017,21/08/2017
1121561,21/08/2017,21/08/2017
1121562,20/08/2017,20/08/2017
1121568,20/08/2017,20/08/2017
1121571,20/08/2017,20/08/2017
1121572,20/08/2017,20/08/2017
1121575,20/08/2017,20/08/2017
1121577,20/08/2017,20/08/2017
1121584,20/08/2017,20/08/2017
1121585,20/08/2017,20/08/2017
1121589,20/08/2017,20/08/2017
1121590,20/08/2017,20/08/2017
1121592,20/08/2017,20/08/2017
1121593,26/08/2017,26/08/2017
1121594,26/08/2017,26/08/2017
1121597,30/08/2017,30/08/2017
1121598,30/08/2017,30/08/2017
1121599,30/08/2017,30/08/2017
1121601,30/08/2017,30/08/2017
1121602,30/08/2017,30/08/2017
1121603,30/08/2017,30/08/2017
1121605,30/08/2017,30/08/2017
1121606,30/08/2017,30/08/2017
1121607,30/08/2017,30/08/2017
1121609,30/08/2017,30/08/2017
1121612,29/08/2017,29/08/2017
1121613,29/08/2017,29/08/2017
1121615,29/08/2017,29/08/2017
1121616,29/08/2017,29/08/2017
1121617,29/08/2017,29/08/2017
1121619,30/08/2017,30/08/2017
1121620,30/08/2017,30/08/2017
1121622,30/08/2017,30/08/2017
1121623,29/08/2017,29/08/2017
1121624,30/08/2017,30/08/2017
1121627,30/08/2017,30/08/2017
1121628,19/08/2017,19/08/2017
1121629,19/08/2017,19/08/2017
1121635,19/08/2017,19/08/2017
1121638,19/08/2017,19/08/2017
1121641,19/08/2017,19/08/2017
1121642,19/08/2017,19/08/2017
1121644,19/08/2017,19/08/2017
1121650,19/08/2017,19/08/2017
1121652,18/08/2017,18/08/2017
1121660,18/08/2017,18/08/2017
1121661,18/08/2017,18/08/2017
1121662,18/08/2017,18/08/2017
1121664,18/08/2017,18/08/2017
1121665,18/08/2017,18/08/2017
1121666,18/08/2017,18/08/2017
1121667,18/08/2017,18/08/2017
1121668,18/08/2017,18/08/2017
1121669,18/08/2017,18/08/2017
1121671,18/08/2017,18/08/2017
1121672,29/08/2017,29/08/2017
1121673,29/08/2017,29/08/2017
1121674,27/08/2017,27/08/2017
1121675,27/08/2017,27/08/2017
1121676,27/08/2017,27/08/2017
1121677,27/08/2017,27/08/2017
1121678,27/08/2017,27/08/2017
1121685,27/08/2017,27/08/2017
1121687,27/08/2017,27/08/2017
1121689,27/08/2017,27/08/2017
1121691,26/08/2017,26/08/2017
1121692,26/08/2017,26/08/2017
1121693,26/08/2017,26/08/2017
1121695,26/08/2017,26/08/2017
1121701,26/08/2017,26/08/2017
1121705,26/08/2017,26/08/2017
1121706,26/08/2017,26/08/2017
1121708,26/08/2017,26/08/2017
1121711,26/08/2017,26/08/2017
1121716,26/08/2017,26/08/2017
1121723,26/08/2017,26/08/2017
1121733,27/08/2017,27/08/2017
1121741,27/08/2017,27/08/2017
1121742,28/08/2017,28/08/2017
1121745,28/08/2017,28/08/2017
1121746,28/08/2017,28/08/2017
1121749,28/08/2017,28/08/2017
1121751,29/08/2017,29/08/2017
1121753,29/08/2017,29/08/2017
1121754,29/08/2017,29/08/2017
1121755,29/08/2017,29/08/2017
1121756,29/08/2017,29/08/2017
1121758,28/08/2017,28/08/2017
1121759,28/08/2017,28/08/2017
1121760,28/08/2017,28/08/2017
1121763,28/08/2017,28/08/2017
1121764,28/08/2017,28/08/2017
1121765,28/08/2017,28/08/2017
1121767,28/08/2017,28/08/2017
1121768,28/08/2017,28/08/2017
1121769,28/08/2017,28/08/2017
1121773,28/08/2017,28/08/2017
1121774,28/08/2017,28/08/2017
1121775,18/08/2017,18/08/2017
1121776,18/08/2017,18/08/2017
1121779,22/08/2017,22/08/2017
1121780,22/08/2017,22/08/2017
1121782,21/08/2017,21/08/2017
1121783,22/08/2017,22/08/2017
1121791,22/08/2017,22/08/2017
1121793,22/08/2017,22/08/2017
1121795,22/08/2017,22/08/2017
1121796,22/08/2017,22/08/2017
1121798,21/08/2017,21/08/2017
1121803,21/08/2017,21/08/2017
1121806,20/08/2017,20/08/2017
1121807,20/08/2017,20/08/2017
1121812,20/08/2017,20/08/2017
1121814,21/08/2017,21/08/2017
1121815,21/08/2017,21/08/2017
1121816,21/08/2017,21/08/2017
1121817,21/08/2017,21/08/2017
1121818,21/08/2017,21/08/2017
1121819,21/08/2017,21/08/2017
1121820,22/08/2017,22/08/2017
1121824,22/08/2017,22/08/2017
1121826,23/08/2017,23/08/2017
1121827,23/08/2017,23/08/2017
1121828,23/08/2017,23/08/2017
1121829,24/08/2017,24/08/2017
1121832,24/08/2017,24/08/2017
1121833,24/08/2017,24/08/2017
1121835,24/08/2017,24/08/2017
1121839,24/08/2017,24/08/2017
1121841,23/08/2017,23/08/2017
1121843,23/08/2017,23/08/2017
1121844,23/08/2017,23/08/2017
1121845,22/08/2017,22/08/2017
1121846,22/08/2017,22/08/2017
1121847,23/08/2017,23/08/2017
1121854,23/08/2017,23/08/2017
1121855,23/08/2017,23/08/2017
1121856,23/08/2017,23/08/2017
1121857,23/08/2017,23/08/2017
1121859,23/08/2017,23/08/2017
1121860,20/08/2017,20/08/2017
1121861,20/08/2017,20/08/2017
1121862,17/08/2017,17/08/2017
1121863,17/08/2017,17/08/2017
1121867,17/08/2017,17/08/2017
1121869,18/08/2017,18/08/2017
1121871,18/08/2017,18/08/2017
1121873,18/08/2017,18/08/2017
1121874,18/08/2017,18/08/2017
1121876,18/08/2017,18/08/2017
1121877,17/08/2017,17/08/2017
1121878,17/08/2017,17/08/2017
1121881,30/08/2017,30/08/2017
1121888,30/08/2017,30/08/2017
1121889,30/08/2017,30/08/2017
1121890,17/08/2017,17/08/2017
1121891,17/08/2017,17/08/2017
1121894,17/08/2017,17/08/2017
1121895,17/08/2017,17/08/2017
1121897,17/08/2017,17/08/2017
1121901,17/08/2017,17/08/2017
1121902,18/08/2017,18/08/2017
1121903,18/08/2017,18/08/2017
1121904,19/08/2017,19/08/2017
1121905,19/08/2017,19/08/2017
1121906,19/08/2017,19/08/2017
1121907,20/08/2017,20/08/2017
1121917,20/08/2017,20/08/2017
1121918,20/08/2017,20/08/2017
1121925,20/08/2017,20/08/2017
1121928,20/08/2017,20/08/2017
1121931,20/08/2017,20/08/2017
1121933,19/08/2017,19/08/2017
1121935,19/08/2017,19/08/2017
1121936,18/08/2017,18/08/2017
1121944,18/08/2017,18/08/2017
1121948,18/08/2017,18/08/2017
1121949,19/08/2017,19/08/2017
1121953,19/08/2017,19/08/2017
1121954,19/08/2017,19/08/2017
1121955,19/08/2017,19/08/2017
1121956,19/08/2017,19/08/2017
1121962,19/08/2017,19/08/2017
1121963,24/08/2017,24/08/2017
1121971,24/08/2017,24/08/2017
1121973,30/08/2017,30/08/2017
1121976,30/08/2017,30/08/2017
1121977,30/08/2017,30/08/2017
1121983,30/08/2017,30/08/2017
1121994,30/08/2017,30/08/2017
1122003,17/08/2017,17/08/2017
1122004,30/08/2017,30/08/2017
1122005,30/08/2017,30/08/2017
1122006,30/08/2017,30/08/2017
1122007,30/08/2017,30/08/2017
1122011,29/08/2017,29/08/2017
1122012,29/08/2017,29/08/2017
1122022,29/08/2017,29/08/2017
1122027,29/08/2017,29/08/2017
1122039,29/08/2017,29/08/2017
1122040,30/08/2017,30/08/2017
1122041,30/08/2017,30/08/2017
1122043,30/08/2017,30/08/2017
1122044,29/08/2017,29/08/2017
1122047,17/08/2017,17/08/2017
1122052,17/08/2017,17/08/2017
1122054,18/08/2017,18/08/2017
1122055,18/08/2017,18/08/2017
1122056,17/08/2017,17/08/2017
1122058,18/08/2017,18/08/2017
1122075,18/08/2017,18/08/2017
1122078,18/08/2017,18/08/2017
1122079,18/08/2017,18/08/2017
1122085,18/08/2017,18/08/2017
1122089,17/08/2017,17/08/2017
1122092,17/08/2017,17/08/2017
1122101,17/08/2017,17/08/2017
1122102,17/08/2017,17/08/2017
1122103,17/08/2017,17/08/2017
1122105,17/08/2017,17/08/2017
1122107,17/08/2017,17/08/2017
1122109,17/08/2017,17/08/2017
1122112,17/08/2017,17/08/2017
1122113,17/08/2017,17/08/2017
1122118,17/08/2017,17/08/2017
1122120,29/08/2017,29/08/2017
1122121,29/08/2017,29/08/2017
1122125,26/08/2017,26/08/2017
1122127,26/08/2017,26/08/2017
1122131,26/08/2017,26/08/2017
1122138,26/08/2017,26/08/2017
1122139,26/08/2017,26/08/2017
1122140,26/08/2017,26/08/2017
1122145,26/08/2017,26/08/2017
1122146,26/08/2017,26/08/2017
1122149,26/08/2017,26/08/2017
1122154,25/08/2017,25/08/2017
1122157,25/08/2017,25/08/2017
1122160,24/08/2017,24/08/2017
1122165,24/08/2017,24/08/2017
1122166,25/08/2017,25/08/2017
1122176,25/08/2017,25/08/2017
1122177,25/08/2017,25/08/2017
1122182,25/08/2017,25/08/2017
1122183,25/08/2017,25/08/2017
1122189,25/08/2017,25/08/2017
1122191,27/08/2017,27/08/2017
1122192,27/08/2017,27/08/2017
1122193,28/08/2017,28/08/2017
1122197,28/08/2017,28/08/2017
1122200,28/08/2017,28/08/2017
1122201,28/08/2017,28/08/2017
1122202,28/08/2017,28/08/2017
1122203,29/08/2017,29/08/2017
1122204,28/08/2017,28/08/2017
1122205,28/08/2017,28/08/2017
1122209,28/08/2017,28/08/2017
1122210,28/08/2017,28/08/2017
1122211,27/08/2017,27/08/2017
1122212,27/08/2017,27/08/2017
1122213,27/08/2017,27/08/2017
1122216,27/08/2017,27/08/2017
1122217,27/08/2017,27/08/2017
1122223,27/08/2017,27/08/2017
1122224,27/08/2017,27/08/2017
1122225,27/08/2017,27/08/2017
1122227,27/08/2017,27/08/2017
1122232,27/08/2017,27/08/2017
1122233,19/08/2017,19/08/2017
1122240,19/08/2017,19/08/2017
1122244,25/08/2017,25/08/2017
1122246,25/08/2017,25/08/2017
1122249,24/08/2017,24/08/2017
1122253,25/08/2017,25/08/2017
1122254,25/08/2017,25/08/2017
1122257,25/08/2017,25/08/2017
1122258,25/08/2017,25/08/2017
1122260,25/08/2017,25/08/2017
1122262,24/08/2017,24/08/2017
1122265,24/08/2017,24/08/2017
1122266,24/08/2017,24/08/2017
1122267,23/08/2017,23/08/2017
1122268,23/08/2017,23/08/2017
1122270,24/08/2017,24/08/2017
1122271,24/08/2017,24/08/2017
1122273,24/08/2017,24/08/2017
1122274,24/08/2017,24/08/2017
1122276,24/08/2017,24/08/2017
1122277,24/08/2017,24/08/2017
1122279,25/08/2017,25/08/2017
1122282,25/08/2017,25/08/2017
1122288,27/08/2017,27/08/2017
1122290,26/08/2017,26/08/2017
1122303,26/08/2017,26/08/2017
1122304,27/08/2017,27/08/2017
1122308,27/08/2017,27/08/2017
1122310,27/08/2017,27/08/2017
1122311,27/08/2017,27/08/2017
1122312,27/08/2017,27/08/2017
1122313,26/08/2017,26/08/2017
1122316,26/08/2017,26/08/2017
1314296,26/08/2017,26/08/2017
1314297,25/08/2017,25/08/2017
1314298,25/08/2017,25/08/2017
1314299,26/08/2017,26/08/2017
1314301,26/08/2017,26/08/2017
1314303,26/08/2017,26/08/2017
1314306,26/08/2017,26/08/2017
1314307,26/08/2017,26/08/2017
1314308,26/08/2017,26/08/2017
1314309,23/08/2017,23/08/2017
1314312,23/08/2017,23/08/2017
1314313,21/08/2017,21/08/2017
1314314,21/08/2017,21/08/2017
1314316,21/08/2017,21/08/2017
1314318,21/08/2017,21/08/2017
1314319,21/08/2017,21/08/2017
1314320,21/08/2017,21/08/2017
1314321,21/08/2017,21/08/2017
1314323,21/08/2017,21/08/2017
1314324,21/08/2017,21/08/2017
1314325,21/08/2017,21/08/2017
1314326,20/08/2017,20/08/2017
1314327,20/08/2017,20/08/2017
1314330,20/08/2017,20/08/2017
1314331,20/08/2017,20/08/2017
1314332,20/08/2017,20/08/2017
1314333,21/08/2017,21/08/2017
1314334,21/08/2017,21/08/2017
1314336,20/08/2017,20/08/2017
1314337,20/08/2017,20/08/2017
1314338,21/08/2017,21/08/2017
1314339,22/08/2017,22/08/2017
1314341,23/08/2017,23/08/2017
1314343,23/08/2017,23/08/2017
1314345,23/08/2017,23/08/2017
1314346,23/08/2017,23/08/2017
1314348,23/08/2017,23/08/2017
1314349,23/08/2017,23/08/2017
1314350,23/08/2017,23/08/2017
1314351,23/08/2017,23/08/2017
1314353,22/08/2017,22/08/2017
1314354,22/08/2017,22/08/2017
1314355,22/08/2017,22/08/2017
1314357,22/08/2017,22/08/2017
1314358,22/08/2017,22/08/2017
1314359,22/08/2017,22/08/2017
1314360,22/08/2017,22/08/2017
1314361,22/08/2017,22/08/2017
1314362,22/08/2017,22/08/2017
1314363,22/08/2017,22/08/2017
1314364,22/08/2017,22/08/2017
1314365,27/08/2017,27/08/2017
1314366,27/08/2017,27/08/2017
1314367,18/08/2017,18/08/2017
1314368,18/08/2017,18/08/2017
1314371,18/08/2017,18/08/2017
1314372,18/08/2017,18/08/2017
1314373,18/08/2017,18/08/2017
1314377,18/08/2017,18/08/2017
1314378,18/08/2017,18/08/2017
1314379,18/08/2017,18/08/2017
1314380,18/08/2017,18/08/2017
1314381,17/08/2017,17/08/2017
1314382,17/08/2017,17/08/2017
1314383,17/08/2017,17/08/2017
1314384,17/08/2017,17/08/2017
1314385,17/08/2017,17/08/2017
1314386,17/08/2017,17/08/2017
1314387,17/08/2017,17/08/2017
1314388,17/08/2017,17/08/2017
1314389,17/08/2017,17/08/2017
1314390,17/08/2017,17/08/2017
1314391,19/08/2017,19/08/2017
1314392,19/08/2017,19/08/2017
1314393,20/08/2017,20/08/2017
1314394,20/08/2017,20/08/2017
1314395,20/08/2017,20/08/2017
1314396,20/08/2017,20/08/2017
1314397,20/08/2017,20/08/2017
1314398,20/08/2017,20/08/2017
1314400,20/08/2017,20/08/2017
1314401,20/08/2017,20/08/2017
1314402,20/08/2017,20/08/2017
1314403,20/08/2017,20/08/2017
1314404,19/08/2017,19/08/2017
1314405,19/08/2017,19/08/2017
1314406,19/08/2017,19/08/2017
1314407,19/08/2017,19/08/2017
1314408,19/08/2017,19/08/2017
1314409,19/08/2017,19/08/2017
1314410,19/08/2017,19/08/2017
1314411,19/08/2017,19/08/2017
1314412,19/08/2017,19/08/2017
1314414,17/08/2017,17/08/2017
1314415,17/08/2017,17/08/2017
